"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K07795",0.766,0,0.396,22.5,26.4,0.0602,NA,"K07795",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K16514",0.323,0,0.719,6.74,18.7,0.0255,NA,"K16514",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07774",0.453,0,0.792,7.54,28.5,0.0187,NA,"K07774",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K02440",0.547,0,0.627,-23.5,48.2,0.0345,NA,"K02440",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K00864",0.935,0,0.0918,-98.5,58.1,0.119,NA,"K00864",0.798260869565217,1,FALSE,FALSE,FALSE,FALSE
"K02444",0.532,0,0.326,-92.1,93.5,0.0696,NA,"K02444",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07485",0.184,0,0.811,-4.95,20.6,0.017,NA,"K07485",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K00111",0.955,0,0.109,-110,68.4,0.113,NA,"K00111",0.84016393442623,1,FALSE,FALSE,FALSE,FALSE
"K09794",0.582,0,0.0393,-152,73.3,0.145,NA,"K09794",0.64657980456026,1,FALSE,FALSE,FALSE,FALSE
"K25316",0.502,0,0.586,-17,31.1,0.0386,NA,"K25316",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01779",0.716,0,0.331,24.2,24.8,0.069,NA,"K01779",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K09021",0.214,0,0.977,1.42,48.2,0.00209,NA,"K09021",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K13252",0.0199,0,0.842,15.3,76.8,0.0141,NA,"K13252",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K10536",0.527,0,0.332,29.7,30.6,0.0687,NA,"K10536",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K20265",0.149,0,0.958,2.5,47.5,0.00374,NA,"K20265",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01130",0.388,0,0.0296,48.1,22,0.153,NA,"K01130",0.64657980456026,1,FALSE,FALSE,FALSE,FALSE
"K24118",0.0896,0,0.707,12.6,33.4,0.0267,NA,"K24118",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K06076",0.662,0,0.759,70,228,0.0218,NA,"K06076",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K19285",0.239,0,0.31,-57.3,56.3,0.072,NA,"K19285",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K06132",0.587,0,0.239,58.7,49.6,0.0835,NA,"K06132",0.966046887631366,1,FALSE,FALSE,FALSE,FALSE
"K19577",0.881,0,0.023,-71.9,31.4,0.16,NA,"K19577",0.605263157894737,1,FALSE,FALSE,FALSE,FALSE
"K03487",0.114,0,0.703,20.6,54.1,0.027,NA,"K03487",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01223",0.264,0,0.137,-89.4,59.9,0.105,NA,"K01223",0.855646100116414,1,FALSE,FALSE,FALSE,FALSE
"K28433",0.269,0,0.64,-28.3,60.4,0.0332,NA,"K28433",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K25227",0.368,0,0.583,11.7,21.2,0.0389,NA,"K25227",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K16869",0.433,0,0.79,12.7,47.5,0.0189,NA,"K16869",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07261",0.269,0,0.656,27.2,61,0.0316,NA,"K07261",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K08303",0.562,0,0.519,-40.8,63.2,0.0457,NA,"K08303",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K03554",0.532,0,0.859,-42.7,240,0.0126,NA,"K03554",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07636",0.801,0,0.852,-9.37,50.3,0.0132,NA,"K07636",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K02040",0.975,0,0.714,-120,327,0.026,NA,"K02040,K19714,K19715",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01524",0.905,0,0.853,-19.6,106,0.0132,NA,"K01524",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K00937",0.861,0,0.0716,-94.1,52,0.127,NA,"K00937",0.763326226012793,1,FALSE,FALSE,FALSE,FALSE
"K02037",0.945,0,0.815,-116,496,0.0166,NA,"K00943,K00995,K02036,K02037,K02038,K03086,K03431,K03789,K04042,K04516,K07738,K13043,K15862,K16363",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K02039",0.92,0,0.391,162,189,0.0608,NA,"K02039",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K06201",0.522,0,0.663,15.7,35.9,0.0309,NA,"K06201",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K03386",0.463,0,0.373,35.9,40.2,0.0632,NA,"K03386",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K04767",0.184,0,0.449,-79,104,0.0537,NA,"K04767",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07568",0.871,0,0.798,-95.6,373,0.0181,NA,"K07568",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K00773",0.95,0,0.589,142,263,0.0384,NA,"K00773",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K03072",0.786,0,0.669,-113,263,0.0303,NA,"K03072",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K03074",0.761,0,0.665,28.4,65.6,0.0307,NA,"K03074",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01092",0.955,0,0.898,-44.6,347,0.00912,NA,"K00099,K00147,K00919,K00931,K01092,K03526,K03527",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K15396",0.453,0,0.184,-172,129,0.0942,NA,"K15396",0.913604766633565,1,FALSE,FALSE,FALSE,FALSE
"K13643",0.542,0,0.769,-68.9,234,0.0208,NA,"K13643",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K04487",0.965,0,0.742,-116,352,0.0233,NA,"K04487",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K04488",0.711,0,0.756,20.6,66.2,0.022,NA,"K04488",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K13628",0.582,0,0.707,25.7,68.5,0.0266,NA,"K13628",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K04082",0.468,0,0.75,22.2,69.4,0.0226,NA,"K04044,K04082",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K04755",0.607,0,0.338,44,45.8,0.068,NA,"K04755",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K07751",0.234,0,0.441,205,265,0.0546,NA,"K03645,K03840,K05368,K05803,K07479,K07648,K07751,K07773,K09894,K09899,K13498,K14187,K15723,K18657,K19229,K19230",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K06941",0.925,0,0.355,-50.6,54.6,0.0656,NA,"K06941",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K15539",0.711,0,0.736,72.3,214,0.024,NA,"K15539",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K17713",0.602,0,0.54,175,284,0.0435,NA,"K17713",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K11959",0.557,0,0.49,-33.6,48.6,0.0489,NA,"K11959,K11960,K11961,K11962",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01997",0.776,0,0.0443,-174,86,0.142,NA,"K01997",0.65922619047619,1,FALSE,FALSE,FALSE,FALSE
"K11963",0.542,0,0.506,-32.5,48.8,0.0471,NA,"K11963",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K03190",0.617,0,0.851,-6.54,34.7,0.0134,NA,"K01428,K03188,K03189,K03190",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01430",0.602,0,0.867,-5.8,34.6,0.0119,NA,"K01430",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
"K01429",0.592,0,0.914,3.69,34.2,0.00764,NA,"K01429",0.996972754793138,1,FALSE,FALSE,FALSE,FALSE
